"filename", "language", "TypeScript", "JSON with Comments", "JSON", "HTML", "SCSS", "Markdown", "XML", "JavaScript", "SQL", "comment", "blank", "total"
"/Users/darrellparkhouse/projects/angular/kaylios/server/database/db.sql", "SQL", 0, 0, 0, 0, 0, 0, 0, 0, 57, 0, 9, 66
"/Users/darrellparkhouse/projects/angular/kaylios/server/models/group.ts", "TypeScript", 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 6
"/Users/darrellparkhouse/projects/angular/kaylios/server/models/user.ts", "TypeScript", 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4
"/Users/darrellparkhouse/projects/angular/kaylios/server/models/video.ts", "TypeScript", 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5
"/Users/darrellparkhouse/projects/angular/kaylios/server/routes/notes.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 2, 11
"/Users/darrellparkhouse/projects/angular/kaylios/server/routes/search.ts", "TypeScript", 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 13
"/Users/darrellparkhouse/projects/angular/kaylios/server/routes/user.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 3, 12
"/Users/darrellparkhouse/projects/angular/kaylios/server/server.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 16, 0, 0, 3, 19
"/Users/darrellparkhouse/projects/angular/kaylios/server/utility/utility.ts", "TypeScript", 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14
"Total", "-", 1106, 32, 13067, 348, 553, 412, 90, 773, 57, 30, 746, 17214
